metagenome	source	function	abundance	avg eValue	avg % ident	avg align len	# hits	
4572530.3	GenBank	phosphorylase kinase alpha 2 subunit	6	-8.333	92.1	29.833	1	
4572530.3	GenBank	phosphorylase kinase beta	1	-11	91.43	35	1	
4572530.3	GenBank	phosphorylase kinase, beta	1	-12	91.67	36	1	
4572530.3	GenBank	phosphorylase kinase, gamma 2 (testis)	1	-9	90.32	31	1	
4572530.3	GenBank	phosphoserine phosphatase	3	-29	80.53	75.333	2	
4572530.3	GenBank	phosphotransferase system N-acetylglucosamine-specific IIBC component	1	-44	92.93	99	1	
4572530.3	GenBank	phosphotransferase system cellobiose-specific component IIC	1	-51	78.51	121	1	
4572530.3	GenBank	phosphotransferase system fructose-specific	2	-27	97.65	63	1	
4572530.3	GenBank	phosphotyrosine binding protein	1	-9	81.58	38	1	
4572530.3	GenBank	phosphotyrosine protein phosphatase	2	-12	97.3	37	1	
4572530.3	GenBank	phosphotyrosyl-protein phosphatase	2	-20.5	92.855	50	1	
4572530.3	GenBank	photolyase	1	-14	89.74	39	1	
4572530.3	GenBank	photomorphogenic subunit 3-like protein	2	-7	100	27	1	
4572530.3	GenBank	photoreceptor cadherin	5	-15	82.26	46	1	
4572530.3	GenBank	photoreceptor guanylate cyclase 1	2	-14.5	60.165	66	1	
4572530.3	GenBank	photoreceptor outer segment membrane glycoprotein	2	-31.5	76.075	82.5	1	
4572530.3	GenBank	piccolo (presynaptic cytomatrix protein)	1	-29	81.08	74	1	
4572530.3	GenBank	piccolo (presynaptic cytomatrix protein), isoform CRA_a	1	-6	88.89	27	1	
4572530.3	GenBank	pilin glycosylation protein	2	-32	77.92	77	1	
4572530.3	GenBank	pilus (MSHA type) biogenesis protein MshL	1	-39	80.41	97	1	
4572530.3	GenBank	pim-3 oncogene	1	-25	91.38	58	1	
4572530.3	GenBank	pirin-related protein	2	-29.5	93.495	61.5	1	
4572530.3	GenBank	piscidin-like peptide	2	-8	98.44	30	1	
4572530.3	GenBank	pituitary adenylate cyclase-activating polypeptide receptor 1	2	-16	97.78	45	1	
4572530.3	GenBank	piwi-like protein 1	3	-12.333	80.533	40	1	
4572530.3	GenBank	pknox2 protein	1	-21	97.92	48	1	
4572530.3	GenBank	plakophilin 2	1	-6	65.79	38	1	
4572530.3	GenBank	plakophilin 4, isoform CRA_h	4	-12.5	87.987	39.75	1	
4572530.3	GenBank	plasma membrane Ca++ transporting ATPase 4 variant x/e	3	-19.667	89.94	51	1	
4572530.3	GenBank	plasma membrane calcium ATPase	3	-15.667	96.333	42.333	1	
4572530.3	GenBank	plasma membrane calcium ATPase 1 isoform a	1	-15	63.24	68	1	
4572530.3	GenBank	plasma membrane calcium ATPase 1 isoform b	2	-22	83.05	59	1	
4572530.3	GenBank	plasma membrane calcium ATPase 1b	2	-12	92.11	38	1	
4572530.3	GenBank	plasma membrane calcium ATPase 3 isoform b	1	-29	81.93	83	1	
4572530.3	GenBank	plasmid partition protein, ParA	1	-79	93.04	158	1	
4572530.3	GenBank	plasticity related gene 3	2	-18.5	96.75	45.5	1	
4572530.3	GenBank	plasticity related gene 3, isoform CRA_a	2	-18.5	96.75	45.5	1	
4572530.3	GenBank	plasticity-related protein PRG-2	2	-11	75.095	41.5	1	
4572530.3	GenBank	platelet-derived growth factor A chain	1	-8	93.1	29	1	
4572530.3	GenBank	platelet-derived growth factor receptor beta a	4	-13.25	93.203	40	1	
4572530.3	GenBank	platelet-derived growth factor receptor beta b	4	-17.25	82.073	52.5	1	
4572530.3	GenBank	pleckstrin	2	-5.5	90.095	25	1	
4572530.3	GenBank	pleckstrin and Sec7 domain containing 2-like	1	-13	64	50	1	
4572530.3	GenBank	pleckstrin homology domain containing family A member 8	3	-11.333	87.92	38.333	1	
4572530.3	GenBank	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	1	-8	93.1	29	1	
4572530.3	GenBank	pleckstrin homology domain containing, family G (with RhoGef domain) member 1	2	-15.5	93.22	43	1	
4572530.3	GenBank	pleckstrin homology domain containing, family G (with RhoGef domain) member 1-like	1	-5	88.46	26	1	
4572530.3	GenBank	pleckstrin homology domain containing, family O member 1, isoform CRA_b	1	-16	76	50	1	
4572530.3	GenBank	pleckstrin homology, Sec7 and coiled-coil domains 1, isoform CRA_a	1	-10	90.32	31	1	
4572530.3	GenBank	pleckstrin homology, Sec7 and coiled-coil domains 2, isoform CRA_b	2	-17	88.89	45	1	
4572530.3	GenBank	pleckstrin-like proteiny domain-containing family f member 2	2	-27	94.995	62	1	
4572530.3	GenBank	plectin	1	-14	71.43	49	1	
4572530.3	GenBank	plectin 1	5	-33.8	90.494	79	1	
4572530.3	GenBank	plectin 11	3	-5.667	88.54	27.667	2	
4572530.3	GenBank	pleiotropic regulator 1	1	-8	86.67	30	1	
4572530.3	GenBank	pleomorphic adenoma gene 1	2	-23.5	91.68	54.5	1	
4572530.3	GenBank	plexin A2	1	-12	97.22	36	1	
4572530.3	GenBank	plexin A2, isoform CRA_a	2	-61	84.09	132	1	
4572530.3	GenBank	plexin A2, isoform CRA_b	1	-10	78.95	38	1	
4572530.3	GenBank	plexin B1	2	-35.5	89.395	77	1	
4572530.3	GenBank	plexin B1a	2	-9	77.635	38.5	1	
4572530.3	GenBank	plexin B1b	1	-23	73.91	69	1	
4572530.3	GenBank	plexin B2a	3	-8.667	74.367	40.667	1	
4572530.3	GenBank	plexin B2b short isoform	9	-11.444	80.933	42.222	1	
4572530.3	GenBank	plexin B3	1	-10	94.29	35	1	
4572530.3	GenBank	plexin D1	3	-18	79.63	54.667	2	
4572530.3	GenBank	plexin D1, isoform CRA_b	1	-21	96	50	1	
4572530.3	GenBank	plexin domain containing 2, isoform CRA_b	2	-7	96.43	28	1	
4572530.3	GenBank	plxnd1 protein	4	-12.25	92.56	36.25	1	
4572530.3	GenBank	pnpla7 protein	4	-12.75	85.153	40.25	1	
4572530.3	GenBank	podocalyxin-like 2	1	-5	80	30	1	
4572530.3	GenBank	pol	3	-5.667	75.223	33.667	1	
4572530.3	GenBank	pol gene product {Gypsy/Ty3-class retrotransposon Cpr1}	2	-10.5	78.525	39.5	1	
4572530.3	GenBank	pol polyprotein	120	-17.917	71.583	59.733	7	
4572530.3	GenBank	pol-like protein	12	-7.167	60.722	42.5	1	
4572530.3	GenBank	polar flagellar FlgN	1	-23	71.25	80	1	
4572530.3	GenBank	pole remodelling regulatory diguanylate cyclase	1	-49	96	100	1	
4572530.3	GenBank	polo-like kinase 1	2	-22	87.72	57	1	
4572530.3	GenBank	polr3a protein	2	-21	95.915	50	1	
4572530.3	GenBank	poly (ADP-ribose) polymerase family, member 1, isoform CRA_b	1	-16	86.36	44	1	
4572530.3	GenBank	poly A binding protein, cytoplasmic 1	1	-13	100	37	1	
4572530.3	GenBank	poly(A) binding protein, cytoplasmic 1	2	-17	98.485	44.5	1	
4572530.3	GenBank	poly(A) binding protein, cytoplasmic 1, isoform CRA_b	2	-17	98.485	44.5	1	
4572530.3	GenBank	poly(A)-binding protein	2	-17	98.485	44.5	1	
4572530.3	GenBank	poly(A)-specific ribonuclease PARN	2	-24	84.405	61	1	
4572530.3	GenBank	poly(ADP-ribose) glycohydrolase-like	1	-14	82.22	45	1	
4572530.3	GenBank	poly(rC) binding protein 2	2	-12.5	96.49	39.5	1	
4572530.3	GenBank	poly(rC) binding protein 3	2	-10	93.835	32.5	1	
4572530.3	GenBank	polyA polymerase	1	-10	71.05	38	1	
4572530.3	GenBank	polyadenylate-binding protein 1	2	-17	98.485	44.5	1	
4572530.3	GenBank	polyadenylate-binding protein 1-like	1	-25	91.38	58	1	
4572530.3	GenBank	polybromo-1	3	-12.333	84.067	38.667	2	
4572530.3	GenBank	polycomb group ring finger 2	1	-5	81.48	27	1	
4572530.3	GenBank	polycomb protein	1	-8	68.42	38	1	
4572530.3	GenBank	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1	1	-5	68.97	29	1	
4572530.3	GenBank	polycystic kidney and hepatic disease-like 1	5	-16	75.606	53.6	1	
4572530.3	GenBank	polycystic kidney and hepatic disease-like 2	3	-10.333	80.67	38	1	
4572530.3	GenBank	polycystic kidney disease 1-like 2	1	-9	68.42	38	1	
4572530.3	GenBank	polycystic kidney disease 2-like 1, isoform CRA_b	1	-8	79.41	34	1	
4572530.3	GenBank	polyglutamine-containing protein	2	-14.5	86.19	47	1	
4572530.3	GenBank	polyhomeotic-like 2 (Drosophila)	2	-10	96.905	32.5	1	
4572530.3	GenBank	polymerase	6	-7.833	63.713	45.5	3	
4572530.3	GenBank	polymerase (DNA directed) kappa	1	-12	80.95	42	1	
4572530.3	GenBank	polymerase (DNA directed), alpha	1	-10	100	30	1	
4572530.3	GenBank	polymerase (DNA directed), epsilon 3 (p17 subunit), isoform CRA_b	1	-8	72.5	40	1	
4572530.3	GenBank	polymerase (DNA directed), eta (RAD 30 related) (predicted)	1	-8	82.35	34	1	
4572530.3	GenBank	polymerase (DNA directed), gamma, isoform CRA_a	1	-6	86.96	23	1	
4572530.3	GenBank	polymerase (DNA directed), mu, isoform CRA_e	1	-6	85.19	27	1	
4572530.3	GenBank	polymerase (DNA directed), theta (predicted), isoform CRA_a	1	-11	88.57	35	1	
4572530.3	GenBank	polymerase (DNA directed), theta, isoform CRA_a	1	-17	78.57	56	1	
4572530.3	GenBank	polymerase (DNA directed), theta-like	1	-7	81.25	32	1	
4572530.3	GenBank	polymerase (RNA) I polypeptide C, 30kDa, isoform CRA_a	1	-17	81.13	53	1	
4572530.3	GenBank	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa, isoform CRA_a	2	-17.5	92.98	45	1	
4572530.3	GenBank	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa, isoform CRA_b	4	-16	95.987	43	1	
4572530.3	GenBank	polymerase (RNA) II (DNA directed) polypeptide B (predicted)	2	-12	100	36	1	
4572530.3	GenBank	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	2	-12	100	36	1	
4572530.3	GenBank	polymerase (RNA) III (DNA directed) polypeptide A, 155kDa	1	-16	88.89	45	1	
4572530.3	GenBank	polymerase (RNA) III (DNA directed) polypeptide B	1	-18	97.83	46	1	
4572530.3	GenBank	polymerase (RNA) III (DNA directed) polypeptide E (80kD)	2	-15	90	40	1	
4572530.3	GenBank	polymerase (RNA) III (DNA directed) polypeptide H (predicted), isoform CRA_c	1	-12	86.11	36	1	
4572530.3	GenBank	polymerase I and transcript release factor	1	-28	79.73	74	1	
4572530.3	GenBank	polymyxin resistance protein ArnC glycosyl transferase	1	-15	88.64	44	1	
4572530.3	GenBank	polynucleotide adenylyltransferase/metal dependent phosphohydrolase	2	-28	74.68	79	1	
4572530.3	GenBank	polynucleotide phosphorylase/polyadenylase	1	-41	100	83	1	
4572530.3	GenBank	polypeptide GalNAc transferase	2	-13.5	92.855	38.5	1	
4572530.3	GenBank	polypeptide N-acetylgalactosaminyltransferase 5	1	-19	86.27	51	1	
4572530.3	GenBank	polypeptide N-acetylgalactosaminyltransferase-like 1	1	-13	82.93	41	1	
4572530.3	GenBank	polypeptide N-acetylgalactosaminyltransferase-like 3	1	-11	62.26	53	1	
4572530.3	GenBank	polyphosphate kinase	2	-36.5	89.105	82.5	2	
4572530.3	GenBank	polyprotein	592	-13.135	66.318	54.081	14	
4572530.3	GenBank	polypyrimidine tract binding protein 1	2	-6.5	92.43	26.5	1	
4572530.3	GenBank	polyribonucleotide nucleotidyltransferase	6	-32.333	92.498	75.333	5	
4572530.3	GenBank	polyribonucleotide nucleotidyltransferase 1	1	-9	96.77	31	1	
4572530.3	GenBank	polyribonucleotide nucleotidyltransferase 1, isoform CRA_b	1	-7	75	36	1	
4572530.3	GenBank	polythreonine protein, putative	1	-7	62.26	53	1	
4572530.3	GenBank	popeye 2	5	-14.6	81.93	47.2	1	
4572530.3	GenBank	porphobilinogen deaminase	1	-39	98.78	82	1	
4572530.3	GenBank	possible GTP-binding protein	1	-24	67.53	77	1	
4572530.3	GenBank	possible aminophospholipid translocase ATP8B2	1	-10	83.78	37	1	
4572530.3	GenBank	possible exported protein	2	-26	78.465	69.5	2	
4572530.3	GenBank	possible metal-dependent hydrolase	2	-29	79.71	69	1	
4572530.3	GenBank	possible phage regulatory protein (CII)	2	-37	78.22	101	1	
4572530.3	GenBank	potassium channel	3	-12.667	94.523	38.333	3	
4572530.3	GenBank	potassium channel HEAG2	2	-22	100	50	1	
4572530.3	GenBank	potassium channel TREK2 splice variant b	1	-5	96	25	1	
4572530.3	GenBank	potassium channel TSK2	2	-42	97.595	84.5	1	
4572530.3	GenBank	potassium channel TSK3	3	-21.333	100	49.667	1	
4572530.3	GenBank	potassium channel alpha subunit Kv2.2	2	-26	78.67	75	1	
4572530.3	GenBank	potassium channel beta 2 subunit	3	-7.333	83.03	33.667	2	
4572530.3	GenBank	potassium channel interacting protein 1	1	-8	84.38	32	1	
4572530.3	GenBank	potassium channel modulatory factor 1	2	-14	95.485	38	1	
4572530.3	GenBank	potassium channel regulator 1	1	-33	65.66	99	1	
4572530.3	GenBank	potassium channel subfamily K member 1	1	-5	77.78	27	1	
4572530.3	GenBank	potassium channel subunit	1	-8	100	30	1	
4572530.3	GenBank	potassium channel tetramerisation domain containing 1, isoform CRA_d	3	-25.667	91.39	61.333	1	
4572530.3	GenBank	potassium channel xKv4.3	1	-24	96.55	58	1	
4572530.3	GenBank	potassium channel, subfamily K, member 15	1	-19	82.69	52	1	
4572530.3	GenBank	potassium channel, subfamily V, member 1	1	-9	77.14	35	1	
4572530.3	GenBank	potassium channel-Kv1	2	-26	95	60	1	
4572530.3	GenBank	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2, isoform CRA_b	1	-12	89.74	39	1	
4572530.3	GenBank	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3, isoform CRA_c	3	-20	94.077	50.667	1	
4572530.3	GenBank	potassium inwardly-rectifying channel subfamily J member 2	1	-39	95.12	82	1	
4572530.3	GenBank	potassium inwardly-rectifying channel, subfamily J, member 3	1	-33	98.59	71	1	
4572530.3	GenBank	potassium inwardly-rectifying channel, subfamily J, member 6, isoform CRA_c	1	-22	96.23	53	1	
4572530.3	GenBank	potassium inwardly-rectifying channel, subfamily J, member 9, isoform CRA_a	1	-26	81.82	66	1	
4572530.3	GenBank	potassium transporter peripheral membrane component	2	-11	100	35	1	
4572530.3	GenBank	potassium uptake protein TrkH	4	-20.25	90.74	56.5	2	
4572530.3	GenBank	potassium voltage-gated channel shaker-related subfamily member 10	1	-27	78.26	69	1	
4572530.3	GenBank	potassium voltage-gated channel shaker-related subfamily member 10b	3	-30.667	90.313	70	1	
4572530.3	GenBank	potassium voltage-gated channel shaker-related subfamily member 2	5	-32.2	97.674	69.4	2	
4572530.3	GenBank	potassium voltage-gated channel shaker-related subfamily member 2b	2	-47.5	98.505	97.5	1	
4572530.3	GenBank	potassium voltage-gated channel shaker-related subfamily member 3	2	-27	84.72	72	1	
4572530.3	GenBank	potassium voltage-gated channel shaker-related subfamily member 4a	1	-35	97.37	76	1	
4572530.3	GenBank	potassium voltage-gated channel shaker-related subfamily member 4b	2	-30	93.295	70.5	1	
4572530.3	GenBank	potassium voltage-gated channel shaker-related subfamily member 6	1	-9	100	29	1	
4572530.3	GenBank	potassium voltage-gated channel subfamily H member 1	5	-7.4	92.308	28.8	1	
4572530.3	GenBank	potassium voltage-gated channel subfamily H member 2	4	-18.25	93.23	46	2	
4572530.3	GenBank	potassium voltage-gated channel subfamily KQT member 2-like	1	-6	100	26	1	
4572530.3	GenBank	potassium voltage-gated channel zerg24	1	-16	93.02	43	1	
4572530.3	GenBank	potassium voltage-gated channel, Shab-related subfamily, member 2	1	-50	88.57	105	1	
4572530.3	GenBank	potassium voltage-gated channel, Shal-related family, member 3-like isoform 2	1	-7	72.97	37	1	
4572530.3	GenBank	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2	2	-9.5	77.735	36	1	
4572530.3	GenBank	potassium voltage-gated channel, shaker-related subfamily, beta member 2 (KCNAB2), transcript variant 1	2	-6	89.66	29	1	
4572530.3	GenBank	potassium voltage-gated channel, shaker-related subfamily, beta member 2, isoform CRA_a	2	-6	89.66	29	1	
4572530.3	GenBank	potassium voltage-gated channel, shaker-related subfamily, member 2	1	-14	95	40	1	
4572530.3	GenBank	potassium voltage-gated channel, shaker-related subfamily, member 2, isoform CRA_a	1	-14	95	40	1	
4572530.3	GenBank	potassium voltage-gated channel, shaker-related subfamily, member 5	2	-26	95	60	1	
4572530.3	GenBank	potassium voltage-gated channel, subfamily F, member 1	1	-21	81.13	53	1	
4572530.3	GenBank	potassium voltage-gated channel, subfamily G, member 1, isoform CRA_a	1	-16	75.44	57	1	
4572530.3	GenBank	potassium voltage-gated channel, subfamily G, member 3	3	-31.667	87.647	73.333	1	
4572530.3	GenBank	potassium voltage-gated channel, subfamily G, member 3, isoform CRA_b	3	-31.667	87.647	73.333	1	
4572530.3	GenBank	potassium voltage-gated channel, subfamily H (eag-related), member 1, isoform CRA_b	3	-16.333	96.957	43	2	
4572530.3	GenBank	potassium voltage-gated channel, subfamily H (eag-related), member 3, isoform CRA_a	1	-16	87.5	48	1	
4572530.3	GenBank	potassium voltage-gated channel, subfamily H (eag-related), member 5, isoform CRA_b	2	-22	100	50	1	
4572530.3	GenBank	potassium voltage-gated channel, subfamily H (eag-related), member 7	1	-26	93.44	61	1	
4572530.3	GenBank	potassium voltage-gated channel, subfamily H (eag-related), member 8, isoform CRA_a	1	-14	86.67	45	1	
4572530.3	GenBank	potassium voltage-gated channel, subfamily Q, member 2, isoform CRA_a	1	-13	94.87	39	1	
4572530.3	GenBank	potassium voltage-gated channel, subfamily Q, member 2, isoform CRA_h	2	-18	95.65	46	1	
4572530.3	GenBank	potassium voltage-gated channel, subfamily Q, member 2, isoform CRA_i	1	-6	96.3	27	1	
4572530.3	GenBank	potassium-chloride cotransporter isoform 4	4	-11.5	71.61	47.25	1	
4572530.3	GenBank	potassium-chloride transporter-3a	1	-10	78.05	41	1	
4572530.3	GenBank	ppp2r5b protein	1	-10	86.49	37	1	
4572530.3	GenBank	pre-B-cell colony-enhancing factor	1	-25	94.74	57	1	
4572530.3	GenBank	pre-B-cell leukemia homeobox 1	1	-23	85.25	61	1	
4572530.3	GenBank	pre-B-cell leukemia transcription factor 1, isoform CRA_b	1	-23	85.25	61	1	
4572530.3	GenBank	pre-B-cell leukemia transcription factor 2	1	-14	82.98	47	1	
4572530.3	GenBank	pre-B-cell leukemia transcription factor 3, isoform CRA_b	1	-17	95.56	45	1	
4572530.3	GenBank	pre-mRNA branch site protein p14	1	-9	100	27	1	
4572530.3	GenBank	pre-mRNA processing factor 8	12	-16.917	98.733	42.083	1	
4572530.3	GenBank	pre-mRNA processing factor 8, isoform CRA_a	12	-16.917	98.733	42.083	1	
4572530.3	GenBank	pre-mRNA splicing factor Prp8, putative	2	-16	97.56	41	1	
4572530.3	GenBank	precerebellin-1	1	-17	93.33	45	1	
4572530.3	GenBank	predicted ABC nitrate/sulfonate/bicarbonate family transporter, periplasmic component	2	-25	70.27	74	1	
4572530.3	GenBank	predicted ABC-type transport system permease component	1	-28	73.26	86	1	
4572530.3	GenBank	predicted ATP-dependent exonuclease	1	-15	66.13	62	1	
4572530.3	GenBank	predicted ATPase	2	-42	85.42	96	1	
4572530.3	GenBank	predicted ATPase, Ca++ transporting, plasma membrane 1	1	-10	80.56	36	1	
4572530.3	GenBank	predicted L-lactate dehydrogenase Iron-sulfur cluster-binding subunit YkgF	1	-37	84.15	82	1	
4572530.3	GenBank	predicted Rossmann fold nucleotide-binding protein	1	-35	97.4	77	1	
4572530.3	GenBank	predicted esterase of the alpha-beta hydrolase superfamily	2	-28	81.69	71	1	
4572530.3	GenBank	predicted formate acetyltransferase 2 (pyruvate formate lyase II)	1	-14	92.86	42	1	
4572530.3	GenBank	predicted gluconate transport associated protein	4	-26.25	96.84	59.75	1	
4572530.3	GenBank	predicted glycosyl hydrolase	2	-54	94.2	105	1	
4572530.3	GenBank	predicted hydrolase of the metallo-beta-lactamase superfamily	3	-26	74.78	72.333	2	
4572530.3	GenBank	predicted membrane protein	1	-26	76.83	82	1	
4572530.3	GenBank	predicted membrane-associated metal-dependent hydrolase	1	-36	80	95	1	
4572530.3	GenBank	predicted nucleoside-diphosphate sugar epimerase	2	-15	82.425	48.5	1	
4572530.3	GenBank	predicted phosphosugar isomerase	3	-25.333	96.873	60.667	1	
4572530.3	GenBank	predicted protein	1251	-6.955	84.234	30.625	372	
4572530.3	GenBank	predicted sialic acid transporter	1	-86	99.37	159	1	
4572530.3	GenBank	predicted thiol oxidoreductase	3	-25.667	85.363	60.667	1	
4572530.3	GenBank	predicted transcriptional regulator	3	-20.667	93.647	50.333	1	
4572530.3	GenBank	predicted transcriptional regulator with ankyrin domain	1	-23	100	56	1	
4572530.3	GenBank	predicted transporter	1	-31	91.67	72	1	
4572530.3	GenBank	pregnancy-associated plasma protein A	4	-27.25	87.348	63.25	1	
4572530.3	GenBank	pregnancy-associated plasma protein E1	1	-5	64.71	34	1	
4572530.3	GenBank	pregnancy-related serine protease	1	-14	91.11	45	1	
4572530.3	GenBank	preimplantation protein 4, isoform CRA_b	2	-25	64.56	79	1	
4572530.3	GenBank	prenylcysteine oxidase	1	-6	65.62	32	1	
4572530.3	GenBank	prepro-cathepsin C	1	-9	89.66	29	1	
4572530.3	GenBank	prepro-orexin	1	-5	79.31	29	1	
4572530.3	GenBank	preproendothelin-3	1	-6	100	21	1	
4572530.3	GenBank	preproghrelin	1	-13	100	38	1	
4572530.3	GenBank	preprosomatostatin III	2	-20	97.87	47	1	
4572530.3	GenBank	preprotein translocase secy subunit (sec61)	2	-14	100	40	1	
4572530.3	GenBank	preprotein translocase subunit SecD	1	-9	65.96	47	1	
4572530.3	GenBank	preprotein translocase subunit SecE	2	-29	90.54	74	1	
4572530.3	GenBank	preprotein translocase subunit YajC	1	-18	92.16	51	1	
4572530.3	GenBank	preprotein translocase, SecY subunit	2	-29	82.56	69.5	2	
4572530.3	GenBank	preprovasoactive intestinal peptide	1	-13	94.44	36	1	
4572530.3	GenBank	presenilin 1	1	-12	97.22	36	1	
4572530.3	GenBank	presenilin 1 (Alzheimer disease 3), isoform CRA_b	1	-12	97.22	36	1	
4572530.3	GenBank	presenilin 1, isoform CRA_c	1	-13	97.44	39	1	
4572530.3	GenBank	presumed portal vertex protein	2	-16	87.88	49.5	1	
4572530.3	GenBank	prickle-like 1 (Drosophila), isoform CRA_a	1	-16	90	40	1	
4572530.3	GenBank	primase, polypeptide 2A, 58kDa	2	-18.5	91.105	45	1	
4572530.3	GenBank	primosomal protein N'	3	-23.333	94.8	56.667	2	
4572530.3	GenBank	primosomal protein N`	2	-25.5	96.28	60.5	1	
4572530.3	GenBank	primosomal replication protein N''	1	-31	74.71	87	1	
4572530.3	GenBank	primosome assembly protein PriA	5	-30.4	92.33	70	3	
4572530.3	GenBank	prion protein 2	1	-44	72.81	114	1	
4572530.3	GenBank	prkce protein	2	-22	95.285	53	1	
4572530.3	GenBank	probable ATPase	2	-6	62.5	40	1	
4572530.3	GenBank	probable LysR-family transcriptional regulator	2	-17	69.35	62	1	
4572530.3	GenBank	probable MFS transporter	1	-39	98.78	82	1	
4572530.3	GenBank	probable acetyltransferase WbpD	1	-40	71.56	109	1	
4572530.3	GenBank	probable capsid portal protein	3	-38.667	80.097	93.333	1	
4572530.3	GenBank	probable component of the lipoprotein assembly complex (forms a complex with YaeT YfgL and NlpB)	5	-34.2	91.592	73.8	3	
4572530.3	GenBank	probable glutamate/gamma-aminobutyrate antiporter	2	-33.5	86.585	82	1	
4572530.3	GenBank	probable low-affinity inorganic phosphate transporter	1	-22	98.18	55	1	
4572530.3	GenBank	probable n-acetyltransferase camello	5	-22.2	71.178	70.4	1	
4572530.3	GenBank	probable sugar ABC transporter, ATP-binding protein	1	-41	83.5	103	1	
4572530.3	GenBank	probable transposase orfA	1	-23	81.97	61	1	
4572530.3	GenBank	probable two-component response regulator	1	-13	71.15	52	1	
4572530.3	GenBank	probable u3 small nucleolar RNA-associated protein 11	2	-9	87.88	33	1	
4572530.3	GenBank	processing of HycE (part of the FHL complex)	1	-31	79.75	79	1	
4572530.3	GenBank	procollagen lysine 2-oxoglutarate 5-dioxygenase 1	1	-15	90.7	43	1	
4572530.3	GenBank	procollagen type XXVII alpha I b	2	-9.5	77.355	35.5	1	
4572530.3	GenBank	procollagen, type XII, alpha 1, isoform CRA_b	2	-8	75.945	36.5	1	
4572530.3	GenBank	procollagen, type XIV, alpha 1, isoform CRA_a	2	-11	86.015	38	1	
4572530.3	GenBank	procollagen, type XVI, alpha 1	1	-8	62.79	43	1	
4572530.3	GenBank	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2, isoform CRA_c	1	-7	85.19	27	1	
4572530.3	GenBank	profilin 2, isoform CRA_a	1	-8	96.55	29	1	
4572530.3	GenBank	profilin 2, isoform CRA_b	1	-5	92	25	1	
4572530.3	GenBank	profilin IIa	1	-8	96.55	29	1	
4572530.3	GenBank	progesterone receptor	2	-13	95.285	39.5	1	
4572530.3	GenBank	progestin induced protein	7	-17.857	94.383	46.429	1	
4572530.3	GenBank	proglucagon I	1	-12	94.74	38	1	
4572530.3	GenBank	programmed cell death 6 interacting protein	1	-14	82.61	46	1	
4572530.3	GenBank	programmed cell death 8	1	-16	100	42	1	
4572530.3	GenBank	prohibitin-2	1	-6	96.55	29	1	
4572530.3	GenBank	prokineticin receptor	2	-14	86.05	43	1	
4572530.3	GenBank	prolactin	3	-15.667	99.29	41.667	1	
4572530.3	GenBank	prolactin receptor	2	-6.5	65.49	40.5	2	
4572530.3	GenBank	prolactin receptor 1	4	-14.75	93.745	39.25	1	
4572530.3	GenBank	prolactin receptor 2	1	-12	68.29	41	1	
4572530.3	GenBank	prolactin-releasing peptide receptor	2	-9	96.25	31	1	
4572530.3	GenBank	prolactin-releasing peptide receptor-like protein 3	2	-31	80.49	82	1	
4572530.3	GenBank	prolactin-releasing peptide receptor-like protein 4	1	-40	88.64	88	1	
4572530.3	GenBank	proliferation-associated 2G4	1	-6	96.15	26	1	
4572530.3	GenBank	proliferation-associated protein 1	1	-6	96.15	26	1	
4572530.3	GenBank	proliferator-activated receptor gamma coactivator 1 alpha	4	-24.5	90.215	62.75	1	
4572530.3	GenBank	proline dehydrogenase	2	-33	86.08	79	1	
4572530.3	GenBank	proline dehydrogenase 1	6	-12.167	88.46	39.5	1	
4572530.3	GenBank	proline iminopeptidase	1	-13	88.1	42	1	
4572530.3	GenBank	proline-rich nuclear receptor coactivator 2	1	-6	100	23	1	
4572530.3	GenBank	proline-specific permease ProY	1	-35	92.59	81	1	
4572530.3	GenBank	prolyl 4-hydroxylase, beta polypeptide	1	-13	77.5	40	1	
4572530.3	GenBank	prolyl 4-hydroxylase, beta subunit precursor	1	-20	80.7	57	1	
4572530.3	GenBank	prolyl endopeptidase	1	-10	88.89	36	1	
4572530.3	GenBank	prolyl-tRNA synthetase	3	-38.333	90.41	86	3	
4572530.3	GenBank	prominin-1a	5	-13.2	91.272	39.2	1	
4572530.3	GenBank	prominin-3	1	-12	78.05	41	1	
4572530.3	GenBank	promyelocytic leukemia zinc finger protein	2	-20	88.99	54.5	1	
4572530.3	GenBank	prophage CP4-57 regulatory protein (AlpA)	1	-22	98.11	53	1	
4572530.3	GenBank	prophage MuSo2, protein Gp32, putative	1	-17	63.33	60	1	
4572530.3	GenBank	proprotein convertase subtilisin/kexin type 1, isoform CRA_a	2	-17	97.56	41	1	
4572530.3	GenBank	proprotein convertase subtilisin/kexin type 5, isoform CRA_b	1	-9	68.42	38	1	
4572530.3	GenBank	proprotein convertase subtilisin/kexin type5b	5	-13.4	90.264	38.2	1	
